L_16,0
L_18,0
L_19,0
L_20,0
L_21,0
L_22,0
L_23,0
L_24,0
L_25,0
L_26,0
L_27,0
L_29,0
L_30,0
L_31,0
L_32,0
L_33,0
L_34,0
L_35,0
L_36,0
L_37,0
L_38,0
L_39,0
L_40,0
L_41,0
L_42,0
L_43,0
L_44,0
L_45,0
L_46,0
L_47,0
L_48,0
L_49,0
L_50,0
L_51,0
L_52,0
L_53,0
