,frame,predict
466,2330,0
467,2335,0
468,2340,0
469,2345,0
470,2350,0
471,2355,0
472,2360,0
473,2365,0
474,2370,0
475,2375,0
476,2380,0
477,2385,0
478,2390,0
479,2395,0
480,2400,0
481,2405,0
482,2410,0
483,2415,0
484,2420,0
485,2425,0
486,2430,0
487,2435,0
488,2440,0
489,2445,0
490,2450,0
491,2455,0
492,2460,0
493,2465,0
494,2470,0
495,2475,0
496,2480,0
497,2485,0
498,2490,0
499,2495,0
500,2500,0
501,2505,0
502,2510,0
503,2515,0
504,2520,0
505,2525,0
506,2530,0
507,2535,0
508,2540,0
509,2545,0
510,2550,0
511,2555,0
512,2560,0
513,2565,0
514,2570,0
515,2575,0
516,2580,0
517,2585,0
518,2590,0
519,2595,0
520,2600,0
521,2605,0
522,2610,0
523,2615,0
524,2620,0
525,2625,0
526,2630,0
527,2635,0
528,2640,0
529,2645,0
530,2650,0
531,2655,0
532,2660,0
533,2665,0
534,2670,0
535,2675,0
536,2680,0
537,2685,0
538,2690,0
539,2695,0
540,2700,0
541,2705,0
542,2710,0
543,2715,0
544,2720,0
545,2725,0
546,2730,0
547,2735,0
548,2740,0
549,2745,0
550,2750,0
551,2755,0
552,2760,0
553,2765,0
554,2770,0
555,2775,0
556,2780,0
557,2785,0
558,2790,0
559,2795,0
560,2800,0
561,2805,0
562,2810,0
563,2815,0
564,2820,0
565,2825,0
566,2830,0
567,2835,0
568,2840,0
569,2845,0
570,2850,0
571,2855,0
572,2860,0
573,2865,0
574,2870,0
575,2875,0
576,2880,0
577,2885,0
578,2890,0
579,2895,0
580,2900,0
581,2905,0
582,2910,0
583,2915,0
584,2920,0
585,2925,0
586,2930,0
587,2935,0
588,2940,0
589,2945,0
590,2950,0
591,2955,0
592,2960,0
593,2965,0
594,2970,0
595,2975,0
596,2980,0
597,2985,0
598,2990,0
599,2995,0
600,3000,0
601,3005,0
602,3010,0
603,3015,0
604,3020,0
605,3025,0
606,3030,0
607,3035,0
608,3040,0
609,3045,0
610,3050,0
611,3055,0
612,3060,0
613,3065,0
614,3070,0
615,3075,0
616,3080,0
617,3085,0
618,3090,0
619,3095,0
620,3100,0
621,3105,0
622,3110,0
623,3115,0
624,3120,0
625,3125,0
626,3130,0
627,3135,0
628,3140,0
629,3145,0
630,3150,0
631,3155,0
632,3160,0
633,3165,0
634,3170,0
635,3175,0
636,3180,0
637,3185,0
638,3190,0
639,3195,0
640,3200,0
641,3205,0
642,3210,0
643,3215,0
644,3220,0
645,3225,0
646,3230,0
647,3235,0
648,3240,0
649,3245,0
650,3250,0
651,3255,0
652,3260,0
653,3265,0
654,3270,0
655,3275,0
656,3280,0
657,3285,0
658,3290,0
659,3295,0
660,3300,0
661,3305,0
662,3310,0
663,3315,0
664,3320,0
665,3325,0
666,3330,0
667,3335,0
668,3340,0
669,3345,0
670,3350,0
671,3355,0
672,3360,0
673,3365,0
674,3370,0
675,3375,0
676,3380,0
677,3385,0
678,3390,0
679,3395,0
680,3400,0
681,3405,0
682,3410,0
683,3415,0
684,3420,0
685,3425,0
686,3430,0
687,3435,0
688,3440,0
689,3445,0
690,3450,0
691,3455,0
692,3460,0
693,3465,0
694,3470,0
695,3475,0
696,3480,0
697,3485,0
698,3490,0
699,3495,0
700,3500,0
701,3505,0
702,3510,0
703,3515,0
704,3520,0
705,3525,0
706,3530,0
707,3535,0
708,3540,0
709,3545,0
710,3550,0
711,3555,0
712,3560,0
713,3565,0
714,3570,0
715,3575,0
716,3580,0
717,3585,0
718,3590,0
719,3595,0
720,3600,0
721,3605,0
722,3610,0
723,3615,0
724,3620,0
725,3625,0
726,3630,0
727,3635,0
728,3640,0
729,3645,0
730,3650,0
731,3655,0
732,3660,0
733,3665,0
734,3670,0
735,3675,0
736,3680,0
737,3685,0
738,3690,0
739,3695,0
740,3700,0
741,3705,0
742,3710,0
743,3715,0
744,3720,0
745,3725,0
746,3730,0
747,3735,0
748,3740,0
749,3745,0
750,3750,0
751,3755,0
752,3760,0
753,3765,0
754,3770,0
755,3775,0
756,3780,0
757,3785,0
758,3790,0
759,3795,0
760,3800,0
761,3805,0
762,3810,0
763,3815,0
764,3820,0
765,3825,0
766,3830,0
767,3835,0
768,3840,0
769,3845,0
770,3850,0
771,3855,0
772,3860,0
773,3865,0
774,3870,0
775,3875,0
776,3880,0
777,3885,0
778,3890,0
779,3895,0
780,3900,0
781,3905,0
782,3910,0
783,3915,0
784,3920,0
785,3925,0
786,3930,0
787,3935,0
788,3940,0
789,3945,0
790,3950,0
791,3955,0
792,3960,0
793,3965,0
794,3970,0
795,3975,0
796,3980,0
797,3985,0
798,3990,0
799,3995,0
800,4000,0
801,4005,0
802,4010,0
803,4015,0
804,4020,0
805,4025,0
806,4030,0
807,4035,0
808,4040,0
809,4045,0
810,4050,0
811,4055,0
812,4060,0
813,4065,0
814,4070,0
815,4075,0
816,4080,0
817,4085,0
818,4090,0
819,4095,0
820,4100,0
821,4105,0
822,4110,0
823,4115,0
824,4120,0
825,4125,0
826,4130,0
827,4135,0
828,4140,0
829,4145,0
830,4150,0
831,4155,0
832,4160,0
833,4165,0
834,4170,0
835,4175,0
836,4180,0
837,4185,0
838,4190,0
839,4195,0
840,4200,0
841,4205,0
842,4210,0
843,4215,0
844,4220,0
845,4225,0
846,4230,0
847,4235,0
848,4240,0
849,4245,0
850,4250,0
851,4255,0
852,4260,0
853,4265,0
854,4270,0
855,4275,0
856,4280,0
857,4285,0
858,4290,0
859,4295,0
860,4300,0
861,4305,0
862,4310,0
863,4315,0
864,4320,0
865,4325,0
866,4330,0
867,4335,0
868,4340,0
869,4345,0
870,4350,0
871,4355,0
872,4360,0
873,4365,0
874,4370,0
875,4375,0
876,4380,0
877,4385,0
878,4390,0
879,4395,0
880,4400,0
881,4405,0
882,4410,0
883,4415,0
884,4420,0
885,4425,0
886,4430,0
887,4435,0
888,4440,0
889,4445,0
890,4450,0
891,4455,0
892,4460,0
893,4465,0
894,4470,0
895,4475,0
896,4480,0
897,4485,0
898,4490,0
899,4495,0
900,4500,0
901,4505,0
902,4510,0
903,4515,0
904,4520,0
905,4525,0
906,4530,0
907,4535,0
908,4540,0
909,4545,0
910,4550,0
911,4555,0
912,4560,0
913,4565,0
914,4570,0
915,4575,0
916,4580,0
917,4585,0
918,4590,0
919,4595,0
920,4600,0
921,4605,0
922,4610,0
923,4615,0
924,4620,0
925,4625,0
926,4630,0
927,4635,0
928,4640,0
929,4645,0
930,4650,0
931,4655,0
932,4660,0
933,4665,0
934,4670,0
935,4675,0
936,4680,0
937,4685,0
938,4690,0
939,4695,0
940,4700,0
941,4705,0
942,4710,0
943,4715,0
944,4720,0
945,4725,0
946,4730,0
947,4735,0
948,4740,0
949,4745,0
950,4750,0
951,4755,0
952,4760,0
953,4765,0
954,4770,0
955,4775,0
956,4780,0
957,4785,0
958,4790,0
959,4795,0
960,4800,0
961,4805,0
962,4810,0
963,4815,0
964,4820,0
965,4825,0
966,4830,0
967,4835,0
968,4840,0
969,4845,0
970,4850,0
971,4855,0
972,4860,0
973,4865,0
974,4870,0
975,4875,0
976,4880,0
977,4885,0
978,4890,0
979,4895,0
980,4900,0
981,4905,0
982,4910,0
983,4915,0
984,4920,0
985,4925,0
986,4930,0
987,4935,0
988,4940,0
989,4945,0
990,4950,0
991,4955,0
992,4960,0
993,4965,0
994,4970,0
995,4975,0
996,4980,0
997,4985,0
998,4990,0
999,4995,0
1000,5000,0
1001,5005,0
1002,5010,0
1003,5015,0
1004,5020,0
1005,5025,0
1006,5030,0
1007,5035,0
1008,5040,0
1009,5045,0
1010,5050,0
1011,5055,0
1012,5060,0
1013,5065,0
1014,5070,0
1015,5075,0
1016,5080,0
1017,5085,0
1018,5090,0
1019,5095,0
1020,5100,0
1021,5105,0
1022,5110,0
1023,5115,0
1024,5120,0
1025,5125,0
1026,5130,0
1027,5135,0
1028,5140,0
1029,5145,0
1030,5150,0
1031,5155,0
1032,5160,0
1033,5165,0
1034,5170,0
1035,5175,0
1036,5180,0
1037,5185,0
1038,5190,0
1039,5195,0
1040,5200,0
1041,5205,0
1042,5210,0
1043,5215,0
1044,5220,0
1045,5225,0
1046,5230,0
1047,5235,0
1048,5240,0
1049,5245,0
1050,5250,0
1051,5255,0
1052,5260,0
1053,5265,0
1054,5270,0
1055,5275,0
1056,5280,0
1057,5285,0
1058,5290,0
1059,5295,0
1060,5300,0
1061,5305,0
1062,5310,0
1063,5315,0
1064,5320,0
1065,5325,0
1066,5330,0
1067,5335,0
1068,5340,0
1069,5345,0
1070,5350,0
1071,5355,0
1072,5360,0
1073,5365,0
1074,5370,0
1075,5375,0
1076,5380,0
1077,5385,0
1078,5390,0
1079,5395,0
1080,5400,0
1081,5405,0
1082,5410,0
1083,5415,0
1084,5420,0
1085,5425,0
1086,5430,0
1087,5435,0
1088,5440,0
1089,5445,0
1090,5450,0
1091,5455,0
1092,5460,0
1093,5465,0
1094,5470,0
1095,5475,0
1096,5480,0
1097,5485,0
1098,5490,0
1099,5495,0
1100,5500,0
1101,5505,0
1102,5510,0
1103,5515,0
1104,5520,0
1105,5525,0
1106,5530,0
1107,5535,0
1108,5540,0
1109,5545,0
1110,5550,0
1111,5555,0
1112,5560,0
1113,5565,0
1114,5570,0
1115,5575,0
1116,5580,0
1117,5585,0
1118,5590,0
1119,5595,0
1120,5600,0
1121,5605,0
1122,5610,0
1123,5615,0
1124,5620,0
1125,5625,0
1126,5630,0
1127,5635,0
1128,5640,0
1129,5645,0
1130,5650,0
1131,5655,0
1132,5660,0
1133,5665,0
1134,5670,0
1135,5675,0
1136,5680,0
1137,5685,0
1138,5690,0
1139,5695,0
1140,5700,0
1141,5705,0
1142,5710,0
1143,5715,0
1144,5720,0
1145,5725,0
1146,5730,0
1147,5735,0
1148,5740,0
1149,5745,0
1150,5750,0
1151,5755,0
1152,5760,0
1153,5765,0
1154,5770,0
1155,5775,0
1156,5780,0
1157,5785,0
1158,5790,0
1159,5795,0
1160,5800,0
1161,5805,0
1162,5810,0
1163,5815,0
1164,5820,0
1165,5825,0
1166,5830,0
1167,5835,0
1168,5840,0
1169,5845,0
1170,5850,0
1171,5855,0
1172,5860,0
1173,5865,0
1174,5870,0
1175,5875,0
1176,5880,0
1177,5885,0
1178,5890,0
1179,5895,0
1180,5900,0
1181,5905,0
1182,5910,0
1183,5915,0
1184,5920,0
1185,5925,0
1186,5930,0
1187,5935,0
1188,5940,0
1189,5945,0
1190,5950,0
1191,5955,0
1192,5960,0
1193,5965,0
1194,5970,0
1195,5975,0
1196,5980,0
1197,5985,0
1198,5990,0
1199,5995,0
1200,6000,0
1201,6005,0
1202,6010,0
1203,6015,0
1204,6020,0
1205,6025,0
1206,6030,0
1207,6035,0
1208,6040,0
1209,6045,0
1210,6050,0
1211,6055,0
1212,6060,0
1213,6065,0
1214,6070,0
1215,6075,0
1216,6080,0
1217,6085,0
1218,6090,0
1219,6095,0
1220,6100,0
1221,6105,0
1222,6110,0
1223,6115,0
1224,6120,0
1225,6125,0
1226,6130,0
1227,6135,0
1228,6140,0
1229,6145,0
1230,6150,0
1231,6155,0
1232,6160,0
1233,6165,0
1234,6170,0
1235,6175,0
1236,6180,0
1237,6185,0
1238,6190,0
1239,6195,0
1240,6200,0
1241,6205,0
1242,6210,0
1243,6215,0
1244,6220,0
1245,6225,0
1246,6230,0
1247,6235,0
1248,6240,0
1249,6245,0
1250,6250,0
1251,6255,0
1252,6260,0
1253,6265,0
1254,6270,0
1255,6275,0
1256,6280,0
1257,6285,0
1258,6290,0
1259,6295,0
1260,6300,0
1261,6305,0
1262,6310,0
1263,6315,0
1264,6320,0
1265,6325,0
1266,6330,0
1267,6335,0
1268,6340,0
1269,6345,0
1270,6350,0
1271,6355,0
1272,6360,0
1273,6365,0
1274,6370,0
1275,6375,0
1276,6380,0
1277,6385,0
1278,6390,0
1279,6395,0
1280,6400,0
1281,6405,0
1282,6410,0
1283,6415,0
1284,6420,0
1285,6425,0
1286,6430,0
1287,6435,0
1288,6440,0
1289,6445,0
1290,6450,0
1291,6455,0
1292,6460,0
1293,6465,0
1294,6470,0
1295,6475,0
1296,6480,0
1297,6485,0
1298,6490,0
1299,6495,0
1300,6500,0
1301,6505,0
1302,6510,0
1303,6515,0
1304,6520,0
1305,6525,0
1306,6530,0
1307,6535,0
1308,6540,0
1309,6545,0
1310,6550,0
1311,6555,0
1312,6560,0
1313,6565,0
1314,6570,0
1315,6575,0
1316,6580,0
1317,6585,0
1318,6590,0
1319,6595,0
1320,6600,0
1321,6605,0
1322,6610,0
1323,6615,0
1324,6620,0
1325,6625,0
1326,6630,0
1327,6635,0
1328,6640,0
1329,6645,0
1330,6650,0
1331,6655,0
1332,6660,0
1333,6665,0
1334,6670,0
1335,6675,0
1336,6680,0
1337,6685,0
1338,6690,0
1339,6695,0
1340,6700,0
1341,6705,0
1342,6710,0
1343,6715,0
1344,6720,0
1345,6725,0
1346,6730,0
1347,6735,0
1348,6740,0
1349,6745,0
1350,6750,0
1351,6755,0
1352,6760,0
1353,6765,0
1354,6770,0
1355,6775,0
1356,6780,0
1357,6785,0
1358,6790,0
1359,6795,0
1360,6800,0
1361,6805,0
1362,6810,0
1363,6815,0
1364,6820,0
1365,6825,0
1366,6830,0
1367,6835,0
1368,6840,0
1369,6845,0
1370,6850,0
1371,6855,0
1372,6860,0
1373,6865,0
1374,6870,0
1375,6875,0
1376,6880,0
1377,6885,0
1378,6890,0
1379,6895,0
1380,6900,0
1381,6905,0
1382,6910,0
1383,6915,0
1384,6920,0
1385,6925,0
1386,6930,0
1387,6935,0
1388,6940,0
1389,6945,0
1390,6950,0
1391,6955,0
1392,6960,0
1393,6965,0
1394,6970,0
1395,6975,0
1396,6980,0
1397,6985,0
1398,6990,0
1399,6995,0
1400,7000,0
1401,7005,0
1402,7010,0
1403,7015,0
1404,7020,0
1405,7025,0
1406,7030,0
1407,7035,0
1408,7040,0
1409,7045,0
1410,7050,0
1411,7055,0
1412,7060,0
1413,7065,0
1414,7070,0
1415,7075,0
1416,7080,0
1417,7085,0
1418,7090,0
1419,7095,0
1420,7100,0
1421,7105,0
1422,7110,0
1423,7115,0
1424,7120,0
1425,7125,0
1426,7130,0
1427,7135,0
1428,7140,0
1429,7145,0
1430,7150,0
1431,7155,0
1432,7160,0
1433,7165,0
1434,7170,0
1435,7175,0
1436,7180,0
1437,7185,0
1438,7190,0
1439,7195,0
1440,7200,0
1441,7205,0
1442,7210,0
1443,7215,0
1444,7220,0
1445,7225,0
1446,7230,0
1447,7235,0
1448,7240,0
1449,7245,0
1450,7250,0
1451,7255,0
1452,7260,0
1453,7265,0
1454,7270,0
1455,7275,0
1456,7280,0
1457,7285,0
1458,7290,0
1459,7295,0
1460,7300,0
1461,7305,0
1462,7310,0
1463,7315,0
1464,7320,0
1465,7325,0
1466,7330,0
1467,7335,0
1468,7340,0
1469,7345,0
1470,7350,0
1471,7355,0
1472,7360,0
1473,7365,0
1474,7370,0
1475,7375,0
1476,7380,0
1477,7385,0
1478,7390,0
1479,7395,0
1480,7400,0
1481,7405,0
1482,7410,0
1483,7415,0
1484,7420,0
1485,7425,0
1486,7430,0
1487,7435,0
1488,7440,0
1489,7445,0
1490,7450,0
1491,7455,0
1492,7460,0
1493,7465,0
1494,7470,0
1495,7475,0
1496,7480,0
1497,7485,0
1498,7490,0
1499,7495,0
1500,7500,0
1501,7505,0
1502,7510,0
1503,7515,0
1504,7520,0
1505,7525,0
1506,7530,0
1507,7535,0
1508,7540,0
1509,7545,0
1510,7550,0
1511,7555,0
1512,7560,0
1513,7565,0
1514,7570,0
1515,7575,0
1516,7580,0
1517,7585,0
1518,7590,0
1519,7595,0
1520,7600,0
1521,7605,0
1522,7610,0
1523,7615,0
1524,7620,0
1525,7625,0
1526,7630,0
1527,7635,0
1528,7640,0
1529,7645,0
1530,7650,0
1531,7655,0
1532,7660,0
1533,7665,0
1534,7670,0
1535,7675,0
1536,7680,0
1537,7685,0
1538,7690,0
1539,7695,0
1540,7700,0
1541,7705,0
1542,7710,0
1543,7715,0
1544,7720,0
1545,7725,0
1546,7730,0
1547,7735,0
1548,7740,0
1549,7745,0
1550,7750,0
1551,7755,0
1552,7760,0
1553,7765,0
1554,7770,0
1555,7775,0
1556,7780,0
1557,7785,0
1558,7790,0
1559,7795,0
1560,7800,0
1561,7805,0
1562,7810,0
1563,7815,0
1564,7820,0
1565,7825,0
1566,7830,0
1567,7835,0
1568,7840,0
1569,7845,0
1570,7850,0
1571,7855,0
1572,7860,0
1573,7865,0
1574,7870,0
1575,7875,0
1576,7880,0
1577,7885,0
1578,7890,0
1579,7895,0
1580,7900,0
1581,7905,0
1582,7910,0
1583,7915,0
1584,7920,0
1585,7925,0
1586,7930,0
1587,7935,0
1588,7940,0
1589,7945,0
1590,7950,0
1591,7955,0
1592,7960,0
1593,7965,0
1594,7970,0
1595,7975,0
1596,7980,0
1597,7985,0
1598,7990,0
1599,7995,0
1600,8000,0
1601,8005,0
1602,8010,0
1603,8015,0
1604,8020,0
1605,8025,0
1606,8030,0
1607,8035,0
1608,8040,0
1609,8045,0
1610,8050,0
1611,8055,0
1612,8060,0
1613,8065,0
1614,8070,0
1615,8075,0
1616,8080,0
1617,8085,0
1618,8090,0
1619,8095,0
1620,8100,0
1621,8105,0
1622,8110,0
1623,8115,0
1624,8120,0
1625,8125,0
1626,8130,0
1627,8135,0
1628,8140,0
1629,8145,0
1630,8150,0
1631,8155,0
1632,8160,0
1633,8165,0
1634,8170,0
1635,8175,0
1636,8180,0
1637,8185,0
1638,8190,0
1639,8195,0
1640,8200,0
1641,8205,0
1642,8210,0
1643,8215,0
1644,8220,0
1645,8225,0
1646,8230,0
1647,8235,0
1648,8240,0
1649,8245,0
1650,8250,0
1651,8255,0
1652,8260,0
1653,8265,0
1654,8270,0
1655,8275,0
1656,8280,0
1657,8285,0
1658,8290,0
1659,8295,0
1660,8300,0
1661,8305,0
1662,8310,0
1663,8315,0
1664,8320,0
1665,8325,0
1666,8330,0
1667,8335,0
1668,8340,0
1669,8345,0
1670,8350,0
1671,8355,0
1672,8360,0
1673,8365,0
1674,8370,0
1675,8375,0
1676,8380,0
1677,8385,0
1678,8390,0
1679,8395,0
1680,8400,0
1681,8405,0
1682,8410,0
1683,8415,0
1684,8420,0
1685,8425,0
1686,8430,0
1687,8435,0
1688,8440,0
1689,8445,0
1690,8450,0
1691,8455,0
1692,8460,0
1693,8465,0
1694,8470,0
1695,8475,0
1696,8480,0
1697,8485,0
1698,8490,0
1699,8495,0
1700,8500,0
1701,8505,0
1702,8510,0
1703,8515,0
1704,8520,0
1705,8525,0
1706,8530,0
1707,8535,0
1708,8540,0
1709,8545,0
1710,8550,0
1711,8555,0
1712,8560,0
1713,8565,0
1714,8570,0
1715,8575,0
1716,8580,0
1717,8585,0
1718,8590,0
1719,8595,0
1720,8600,0
1721,8605,0
1722,8610,0
1723,8615,0
1724,8620,0
1725,8625,0
1726,8630,0
1727,8635,0
1728,8640,0
1729,8645,0
1730,8650,0
1731,8655,0
1732,8660,0
1733,8665,0
1734,8670,0
1735,8675,0
1736,8680,0
1737,8685,0
1738,8690,0
1739,8695,0
1740,8700,0
1741,8705,0
1742,8710,0
1743,8715,0
1744,8720,0
1745,8725,0
1746,8730,0
1747,8735,0
1748,8740,0
1749,8745,0
1750,8750,0
1751,8755,0
1752,8760,0
1753,8765,0
1754,8770,0
1755,8775,0
1756,8780,0
1757,8785,0
1758,8790,0
1759,8795,0
1760,8800,0
1761,8805,0
1762,8810,0
1763,8815,0
1764,8820,0
1765,8825,0
1766,8830,0
1767,8835,0
1768,8840,0
1769,8845,0
1770,8850,0
1771,8855,0
1772,8860,0
1773,8865,0
1774,8870,0
1775,8875,0
1776,8880,0
1777,8885,0
1778,8890,0
1779,8895,0
1780,8900,0
1781,8905,0
1782,8910,0
1783,8915,0
1784,8920,0
1785,8925,0
1786,8930,0
1787,8935,0
1788,8940,0
1789,8945,0
1790,8950,0
1791,8955,0
1792,8960,0
1793,8965,0
1794,8970,0
1795,8975,0
1796,8980,0
1797,8985,0
1798,8990,0
1799,8995,0
1800,9000,0
1801,9005,0
1802,9010,0
1803,9015,0
1804,9020,0
1805,9025,0
1806,9030,0
1807,9035,0
1808,9040,0
1809,9045,0
1810,9050,0
1811,9055,0
1812,9060,0
1813,9065,0
1814,9070,0
1815,9075,0
1816,9080,0
1817,9085,0
1818,9090,0
1819,9095,0
1820,9100,0
1821,9105,0
1822,9110,0
1823,9115,0
1824,9120,0
1825,9125,0
1826,9130,0
1827,9135,0
1828,9140,0
1829,9145,0
1830,9150,0
1831,9155,0
1832,9160,0
1833,9165,0
1834,9170,0
1835,9175,0
1836,9180,0
1837,9185,0
1838,9190,0
1839,9195,0
1840,9200,0
1841,9205,0
1842,9210,0
1843,9215,0
1844,9220,0
1845,9225,0
1846,9230,0
1847,9235,0
1848,9240,0
1849,9245,0
1850,9250,0
1851,9255,0
1852,9260,0
1853,9265,0
1854,9270,0
1855,9275,0
1856,9280,0
1857,9285,0
1858,9290,0
1859,9295,0
1860,9300,0
1861,9305,0
1862,9310,0
1863,9315,0
1864,9320,0
1865,9325,0
1866,9330,0
1867,9335,0
1868,9340,0
1869,9345,0
1870,9350,0
1871,9355,0
1872,9360,0
1873,9365,0
1874,9370,0
1875,9375,0
1876,9380,0
1877,9385,0
1878,9390,0
1879,9395,0
1880,9400,0
1881,9405,0
1882,9410,0
1883,9415,0
1884,9420,0
1885,9425,0
1886,9430,0
1887,9435,0
1888,9440,0
1889,9445,0
1890,9450,0
1891,9455,0
1892,9460,0
1893,9465,0
1894,9470,0
1895,9475,0
1896,9480,0
1897,9485,0
