,Video_name,totalFrame,fps,IB_count,OOB_count,IB_time,OOB_time,OOB_event_cnt,OOB_event_duration,annotation_start_point,annotation_end_point
102,R_10_ch1_01,137483,30,134555,2928,4485.166666666667,97.6,5,19.966666666666665,13102,120220
103,R_10_ch1_01,137483,30,134555,2928,4485.166666666667,97.6,5,20.966666666666665,13102,120220
104,R_10_ch1_03,62460,30,58987,3473,1966.2333333333333,115.76666666666667,4,44.1,24831,62460
105,R_10_ch1_03,62460,30,58987,3473,1966.2333333333333,115.76666666666667,4,14.933333333333334,24831,62460
106,R_10_ch1_03,62460,30,58987,3473,1966.2333333333333,115.76666666666667,4,1.7,24831,62460
107,R_10_ch1_03,62460,30,58987,3473,1966.2333333333333,115.76666666666667,4,55.03333333333333,24831,62460
108,R_13_ch1_01,137397,30,122727,14670,4090.9,489.0,7,18.1,1030,126093
109,R_13_ch1_01,137397,30,122727,14670,4090.9,489.0,7,22.233333333333334,1030,126093
110,R_13_ch1_01,137397,30,122727,14670,4090.9,489.0,7,17.866666666666667,1030,126093
111,R_13_ch1_01,137397,30,122727,14670,4090.9,489.0,7,15.466666666666667,1030,126093
112,R_13_ch1_01,137397,30,122727,14670,4090.9,489.0,7,380.0,1030,126093
113,R_13_ch1_01,137397,30,122727,14670,4090.9,489.0,7,22.133333333333333,1030,126093
114,R_13_ch1_01,137397,30,122727,14670,4090.9,489.0,7,13.2,1030,126093
115,R_13_ch1_03,113447,30,108636,4811,3621.2,160.36666666666667,5,12.4,24236,113447
116,R_13_ch1_03,113447,30,108636,4811,3621.2,160.36666666666667,5,13.066666666666666,24236,113447
117,R_13_ch1_03,113447,30,108636,4811,3621.2,160.36666666666667,5,47.733333333333334,24236,113447
118,R_13_ch1_03,113447,30,108636,4811,3621.2,160.36666666666667,5,3.8,24236,113447
119,R_13_ch1_03,113447,30,108636,4811,3621.2,160.36666666666667,5,83.36666666666666,24236,113447
120,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,13.7,848,110291
121,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,18.8,848,110291
122,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,10.833333333333334,848,110291
123,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,16.166666666666668,848,110291
124,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,10.066666666666666,848,110291
125,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,115.73333333333333,848,110291
126,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,25.333333333333332,848,110291
127,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,25.9,848,110291
128,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,36.766666666666666,848,110291
129,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,34.46666666666667,848,110291
130,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,27.533333333333335,848,110291
131,R_14_ch1_01,136907,30,125889,11018,4196.3,367.26666666666665,12,31.966666666666665,848,110291
132,R_14_ch1_03,137682,30,133152,4530,4438.4,151.0,6,20.966666666666665,31734,137682
133,R_14_ch1_03,137682,30,133152,4530,4438.4,151.0,6,23.166666666666668,31734,137682
134,R_14_ch1_03,137682,30,133152,4530,4438.4,151.0,6,18.766666666666666,31734,137682
135,R_14_ch1_03,137682,30,133152,4530,4438.4,151.0,6,52.93333333333333,31734,137682
136,R_14_ch1_03,137682,30,133152,4530,4438.4,151.0,6,6.933333333333334,31734,137682
137,R_14_ch1_03,137682,30,133152,4530,4438.4,151.0,6,28.233333333333334,31734,137682
138,R_15_ch1_01,136954,30,133092,3862,4436.4,128.73333333333332,3,103.86666666666666,5553,68457
139,R_15_ch1_01,136954,30,133092,3862,4436.4,128.73333333333332,3,11.4,5553,68457
140,R_15_ch1_01,136954,30,133092,3862,4436.4,128.73333333333332,3,13.466666666666667,5553,68457
141,R_15_ch1_03,72138,30,71082,1056,2369.4,35.2,4,11.066666666666666,25709,72138
142,R_15_ch1_03,72138,30,71082,1056,2369.4,35.2,4,20.833333333333332,25709,72138
143,R_15_ch1_03,72138,30,71082,1056,2369.4,35.2,4,2.3666666666666667,25709,72138
144,R_15_ch1_03,72138,30,71082,1056,2369.4,35.2,4,0.9333333333333333,25709,72138
145,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,9.2,0,120903
146,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,388.0,0,120903
147,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,50.266666666666666,0,120903
148,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,21.066666666666666,0,120903
149,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,13.666666666666666,0,120903
150,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,1.8,0,120903
151,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,10.3,0,120903
152,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,298.3333333333333,0,120903
153,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,7.766666666666667,0,120903
154,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,25.333333333333332,0,120903
155,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,117.96666666666667,0,120903
156,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,15.233333333333333,0,120903
157,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,25.8,0,120903
158,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,23.133333333333333,0,120903
159,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,28.2,0,120903
160,R_17_ch1_01,137216,30,105258,31958,3508.6,1065.2666666666667,16,29.2,0,120903
161,R_17_ch1_04,137766,30,130233,7533,4341.1,251.1,9,24.6,16585,137766
162,R_17_ch1_04,137766,30,130233,7533,4341.1,251.1,9,27.366666666666667,16585,137766
163,R_17_ch1_04,137766,30,130233,7533,4341.1,251.1,9,23.9,16585,137766
164,R_17_ch1_04,137766,30,130233,7533,4341.1,251.1,9,30.766666666666666,16585,137766
165,R_17_ch1_04,137766,30,130233,7533,4341.1,251.1,9,23.333333333333332,16585,137766
166,R_17_ch1_04,137766,30,130233,7533,4341.1,251.1,9,62.9,16585,137766
167,R_17_ch1_04,137766,30,130233,7533,4341.1,251.1,9,4.166666666666667,16585,137766
168,R_17_ch1_04,137766,30,130233,7533,4341.1,251.1,9,3.933333333333333,16585,137766
169,R_17_ch1_04,137766,30,130233,7533,4341.1,251.1,9,50.13333333333333,16585,137766
170,R_18_ch1_01,137629,30,132815,4814,4427.166666666667,160.46666666666667,7,65.43333333333334,2977,120824
171,R_18_ch1_01,137629,30,132815,4814,4427.166666666667,160.46666666666667,7,17.533333333333335,2977,120824
172,R_18_ch1_01,137629,30,132815,4814,4427.166666666667,160.46666666666667,7,17.4,2977,120824
173,R_18_ch1_01,137629,30,132815,4814,4427.166666666667,160.46666666666667,7,16.866666666666667,2977,120824
174,R_18_ch1_01,137629,30,132815,4814,4427.166666666667,160.46666666666667,7,15.066666666666666,2977,120824
175,R_18_ch1_01,137629,30,132815,4814,4427.166666666667,160.46666666666667,7,16.9,2977,120824
176,R_18_ch1_01,137629,30,132815,4814,4427.166666666667,160.46666666666667,7,11.266666666666667,2977,120824
177,R_18_ch1_04,77575,30,75931,1644,2531.0333333333333,54.8,4,12.366666666666667,21447,77575
178,R_18_ch1_04,77575,30,75931,1644,2531.0333333333333,54.8,4,21.066666666666666,21447,77575
179,R_18_ch1_04,77575,30,75931,1644,2531.0333333333333,54.8,4,3.1333333333333333,21447,77575
180,R_18_ch1_04,77575,30,75931,1644,2531.0333333333333,54.8,4,18.233333333333334,21447,77575
181,R_19_ch1_01,137547,30,126731,10816,4224.366666666667,360.53333333333336,10,24.866666666666667,0,126709
182,R_19_ch1_01,137547,30,126731,10816,4224.366666666667,360.53333333333336,10,4.933333333333334,0,126709
183,R_19_ch1_01,137547,30,126731,10816,4224.366666666667,360.53333333333336,10,136.03333333333333,0,126709
184,R_19_ch1_01,137547,30,126731,10816,4224.366666666667,360.53333333333336,10,32.1,0,126709
185,R_19_ch1_01,137547,30,126731,10816,4224.366666666667,360.53333333333336,10,23.7,0,126709
186,R_19_ch1_01,137547,30,126731,10816,4224.366666666667,360.53333333333336,10,27.533333333333335,0,126709
187,R_19_ch1_01,137547,30,126731,10816,4224.366666666667,360.53333333333336,10,34.6,0,126709
188,R_19_ch1_01,137547,30,126731,10816,4224.366666666667,360.53333333333336,10,26.733333333333334,0,126709
189,R_19_ch1_01,137547,30,126731,10816,4224.366666666667,360.53333333333336,10,22.6,0,126709
190,R_19_ch1_01,137547,30,126731,10816,4224.366666666667,360.53333333333336,10,27.433333333333334,0,126709
191,R_19_ch1_03,137751,30,135213,2538,4507.1,84.6,3,31.533333333333335,7526,69517
192,R_19_ch1_03,137751,30,135213,2538,4507.1,84.6,3,21.633333333333333,7526,69517
193,R_19_ch1_03,137751,30,135213,2538,4507.1,84.6,3,31.433333333333334,7526,69517
194,R_19_ch1_05,26488,30,23597,2891,786.5666666666667,96.36666666666666,3,63.1,6477,26488
195,R_19_ch1_05,26488,30,23597,2891,786.5666666666667,96.36666666666666,3,7.766666666666667,6477,26488
196,R_19_ch1_05,26488,30,23597,2891,786.5666666666667,96.36666666666666,3,25.5,6477,26488
197,R_22_ch1_01,137840,30,103706,34134,3456.866666666667,1137.8,6,3.1333333333333333,0,116995
198,R_22_ch1_01,137840,30,103706,34134,3456.866666666667,1137.8,6,898.0333333333333,0,116995
199,R_22_ch1_01,137840,30,103706,34134,3456.866666666667,1137.8,6,154.16666666666666,0,116995
200,R_22_ch1_01,137840,30,103706,34134,3456.866666666667,1137.8,6,30.1,0,116995
201,R_22_ch1_01,137840,30,103706,34134,3456.866666666667,1137.8,6,26.633333333333333,0,116995
202,R_22_ch1_01,137840,30,103706,34134,3456.866666666667,1137.8,6,25.733333333333334,0,116995
203,R_22_ch1_03,137935,30,134802,3133,4493.4,104.43333333333334,4,25.1,11699,121402
204,R_22_ch1_03,137935,30,134802,3133,4493.4,104.43333333333334,4,24.166666666666668,11699,121402
205,R_22_ch1_03,137935,30,134802,3133,4493.4,104.43333333333334,4,23.3,11699,121402
206,R_22_ch1_03,137935,30,134802,3133,4493.4,104.43333333333334,4,31.866666666666667,11699,121402
207,R_22_ch1_05,91654,30,89688,1966,2989.6,65.53333333333333,4,27.266666666666666,48839,91654
208,R_22_ch1_05,91654,30,89688,1966,2989.6,65.53333333333333,4,11.666666666666666,48839,91654
209,R_22_ch1_05,91654,30,89688,1966,2989.6,65.53333333333333,4,1.8,48839,91654
210,R_22_ch1_05,91654,30,89688,1966,2989.6,65.53333333333333,4,24.8,48839,91654
211,R_48_ch1_01,135441,30,127381,8060,4246.033333333334,268.6666666666667,6,83.46666666666667,2753,128659
212,R_48_ch1_01,135441,30,127381,8060,4246.033333333334,268.6666666666667,6,120.03333333333333,2753,128659
213,R_48_ch1_01,135441,30,127381,8060,4246.033333333334,268.6666666666667,6,15.233333333333333,2753,128659
214,R_48_ch1_01,135441,30,127381,8060,4246.033333333334,268.6666666666667,6,17.566666666666666,2753,128659
215,R_48_ch1_01,135441,30,127381,8060,4246.033333333334,268.6666666666667,6,17.066666666666666,2753,128659
216,R_48_ch1_01,135441,30,127381,8060,4246.033333333334,268.6666666666667,6,15.3,2753,128659
217,R_48_ch1_02,94600,30,86327,8273,2877.5666666666666,275.76666666666665,8,19.0,22982,94600
218,R_48_ch1_02,94600,30,86327,8273,2877.5666666666666,275.76666666666665,8,157.63333333333333,22982,94600
219,R_48_ch1_02,94600,30,86327,8273,2877.5666666666666,275.76666666666665,8,6.433333333333334,22982,94600
220,R_48_ch1_02,94600,30,86327,8273,2877.5666666666666,275.76666666666665,8,25.1,22982,94600
221,R_48_ch1_02,94600,30,86327,8273,2877.5666666666666,275.76666666666665,8,12.4,22982,94600
222,R_48_ch1_02,94600,30,86327,8273,2877.5666666666666,275.76666666666665,8,19.2,22982,94600
223,R_48_ch1_02,94600,30,86327,8273,2877.5666666666666,275.76666666666665,8,5.033333333333333,22982,94600
224,R_48_ch1_02,94600,30,86327,8273,2877.5666666666666,275.76666666666665,8,30.966666666666665,22982,94600
225,R_56_ch1_01,137757,30,133326,4431,4444.2,147.7,7,25.9,13020,133133
226,R_56_ch1_01,137757,30,133326,4431,4444.2,147.7,7,26.433333333333334,13020,133133
227,R_56_ch1_01,137757,30,133326,4431,4444.2,147.7,7,20.833333333333332,13020,133133
228,R_56_ch1_01,137757,30,133326,4431,4444.2,147.7,7,23.666666666666668,13020,133133
229,R_56_ch1_01,137757,30,133326,4431,4444.2,147.7,7,19.133333333333333,13020,133133
230,R_56_ch1_01,137757,30,133326,4431,4444.2,147.7,7,18.133333333333333,13020,133133
231,R_56_ch1_01,137757,30,133326,4431,4444.2,147.7,7,13.6,13020,133133
232,R_56_ch1_03,41344,30,38349,2995,1278.3,99.83333333333333,4,20.833333333333332,8329,41344
233,R_56_ch1_03,41344,30,38349,2995,1278.3,99.83333333333333,4,48.8,8329,41344
234,R_56_ch1_03,41344,30,38349,2995,1278.3,99.83333333333333,4,3.033333333333333,8329,41344
235,R_56_ch1_03,41344,30,38349,2995,1278.3,99.83333333333333,4,27.166666666666668,8329,41344
236,R_74_ch1_01,137879,30,133746,4133,4458.2,137.76666666666668,6,22.533333333333335,21733,94579
237,R_74_ch1_01,137879,30,133746,4133,4458.2,137.76666666666668,6,22.5,21733,94579
238,R_74_ch1_01,137879,30,133746,4133,4458.2,137.76666666666668,6,19.566666666666666,21733,94579
239,R_74_ch1_01,137879,30,133746,4133,4458.2,137.76666666666668,6,25.566666666666666,21733,94579
240,R_74_ch1_01,137879,30,133746,4133,4458.2,137.76666666666668,6,23.533333333333335,21733,94579
241,R_74_ch1_01,137879,30,133746,4133,4458.2,137.76666666666668,6,24.066666666666666,21733,94579
242,R_74_ch1_03,127144,30,111598,15546,3719.9333333333334,518.2,4,22.433333333333334,18132,127144
243,R_74_ch1_03,127144,30,111598,15546,3719.9333333333334,518.2,4,94.43333333333334,18132,127144
244,R_74_ch1_03,127144,30,111598,15546,3719.9333333333334,518.2,4,3.966666666666667,18132,127144
245,R_74_ch1_03,127144,30,111598,15546,3719.9333333333334,518.2,4,397.3666666666667,18132,127144
246,R_76_ch1_01,137595,30,132102,5493,4403.4,183.1,7,38.6,4264,112996
247,R_76_ch1_01,137595,30,132102,5493,4403.4,183.1,7,16.666666666666668,4264,112996
248,R_76_ch1_01,137595,30,132102,5493,4403.4,183.1,7,17.866666666666667,4264,112996
249,R_76_ch1_01,137595,30,132102,5493,4403.4,183.1,7,33.3,4264,112996
250,R_76_ch1_01,137595,30,132102,5493,4403.4,183.1,7,21.7,4264,112996
251,R_76_ch1_01,137595,30,132102,5493,4403.4,183.1,7,19.033333333333335,4264,112996
252,R_76_ch1_01,137595,30,132102,5493,4403.4,183.1,7,35.93333333333333,4264,112996
253,R_76_ch1_03,75764,30,71408,4356,2380.266666666667,145.2,6,26.533333333333335,19560,75764
254,R_76_ch1_03,75764,30,71408,4356,2380.266666666667,145.2,6,58.666666666666664,19560,75764
255,R_76_ch1_03,75764,30,71408,4356,2380.266666666667,145.2,6,24.933333333333334,19560,75764
256,R_76_ch1_03,75764,30,71408,4356,2380.266666666667,145.2,6,9.133333333333333,19560,75764
257,R_76_ch1_03,75764,30,71408,4356,2380.266666666667,145.2,6,3.8333333333333335,19560,75764
258,R_76_ch1_03,75764,30,71408,4356,2380.266666666667,145.2,6,22.1,19560,75764
259,R_84_ch1_01,137587,30,136971,616,4565.7,20.533333333333335,1,20.533333333333335,130652,131267
260,R_84_ch1_03,114111,30,111977,2134,3732.5666666666666,71.13333333333334,2,58.46666666666667,80791,110295
261,R_84_ch1_03,114111,30,111977,2134,3732.5666666666666,71.13333333333334,2,12.666666666666666,80791,110295
262,R_94_ch1_01,137703,30,135460,2243,4515.333333333333,74.76666666666667,4,20.6,33740,117208
263,R_94_ch1_01,137703,30,135460,2243,4515.333333333333,74.76666666666667,4,20.233333333333334,33740,117208
264,R_94_ch1_01,137703,30,135460,2243,4515.333333333333,74.76666666666667,4,17.066666666666666,33740,117208
265,R_94_ch1_01,137703,30,135460,2243,4515.333333333333,74.76666666666667,4,16.866666666666667,33740,117208
266,R_94_ch1_03,10433,30,8258,2175,275.26666666666665,72.5,6,26.966666666666665,4509,10433
267,R_94_ch1_03,10433,30,8258,2175,275.26666666666665,72.5,6,9.5,4509,10433
268,R_94_ch1_03,10433,30,8258,2175,275.26666666666665,72.5,6,2.7333333333333334,4509,10433
269,R_94_ch1_03,10433,30,8258,2175,275.26666666666665,72.5,6,2.7333333333333334,4509,10433
270,R_94_ch1_03,10433,30,8258,2175,275.26666666666665,72.5,6,1.8,4509,10433
271,R_94_ch1_03,10433,30,8258,2175,275.26666666666665,72.5,6,28.766666666666666,4509,10433
272,R_100_ch1_01,137424,30,134954,2470,4498.466666666666,82.33333333333333,4,29.066666666666666,23522,120382
273,R_100_ch1_01,137424,30,134954,2470,4498.466666666666,82.33333333333333,4,16.933333333333334,23522,120382
274,R_100_ch1_01,137424,30,134954,2470,4498.466666666666,82.33333333333333,4,17.7,23522,120382
